,text,scores,user_flowers,fav_count,aspects
386,Ready for a change in environment,2,718,0,"global,warming,deal,coal,environment"
387,"@nytimes ""CDC is a key partner of the Global Outbreak and Response Network (GOARN), which enables WHO to respond to… https://t.co/3UNAV8UtJA",2,18,0,"global,warming,deal,coal"
388,"Greenway is a unique eco project that saves the environment 
Represents household cleaning without the use of chemi… https://t.co/DdUCK3GYYK",3,1378,4,"green,global,warming,deal,coal,environment"
389,"present mic, and the five bottles of hairspray he uses every morning to look like a cockatiel, is the main cause of global warming",3,140,2,"global,warming,deal,coal"
390,TIME IS SPEEDING UP - Terence McKenna ... put a lot of thought 👁 into observations 🍄 that I can see as well ... do… https://t.co/ZRrE7dMJLv,3,574,0,"global,warming,deal,coal,environment,fossil"
391,"Lots + @wmediaforensics program page: https://t.co/skuH1S83Gs. I'll be on @ 11:30 PST: ""#Deepfakes, #Shallowfakes:… https://t.co/ESCmUYdJZY",2,8982,1,environment
392,You would be risking your health care if you are having flab... read this major online page  https://t.co/pmgFk51Zj6,1,8441,0,deal
393,"Tens of thousands of coronavirus tests have been double-counted, officials admit (Well of course they have, the nar… https://t.co/faqD2F9eq5",2,198,0,"green,coal"
394,@RealJamesWoods The riots are over now back to the coronavirus...the global socialist  disruption of 2020 is still under way.,2,1293,2,global
395,@RealDreylo Locomotion 👌,2,15,2,deal
396,@Osteoblast @breeeezy35 @divinity254 @wendydavis Unless u got MONEY — To exit the group chat and even THEN u still… https://t.co/tmOYyb0E7k,2,3,0,fuel
397,Hmm. Maybe Vlad will reconsider his ongoing efforts to poison the global climate action well.. https://t.co/FtnRNMFudN,2,154048,292,global
398,"I seriously think something is wrong with people at this point. If you are scared, just stay home! There is literal… https://t.co/V5xYPIayKW",1,793,0,"warming,environment,fossil"
399,@CatFoodBreath Georgie is warming up well! https://t.co/nbiq8OrF54,3,677,2,warming
400,"@Cooperstreaming The global warming hoax. 
The ozone hole hoax.
The ""Trump is not my president"" hoax
The Russian co… https://t.co/dBShc1tlGN",2,7,0,"global,warming"
401,"Crowdfunding: “We Can’t Regulate Bitcoin” because it’s Regulated by Its Own Protocol, Indian Blockchain Professiona… https://t.co/5x3XsrYhqz",2,4654,1,coal
402,"OSS/BSS Market Revenue to Cross USD 90 Bn by 2026: Global Market Insights, Inc. https://t.co/SLVQinpb6D https://t.co/9ZN2B0ARsS",2,988,0,global
403,You know those Israeli guys who found the Nazis all over the world?  We need them to get the people who trying to get a global govenment!,2,5111,1,"global,warming,deal,coal"
404,@MoneyMindset13 @realDonaldTrump The problem with one global government - it's not achievable without terror and op… https://t.co/xxOPPVLMnE,1,34,1,global
405,https://t.co/dGFNVrDCwA The UN suspect Conversion Therapy “May amount to torture”. I’m gonna stick my neck out ther… https://t.co/deQKb4biYm,1,581,2,environment
406,@bookingcom  1. Good day.I have a friend that was defrauded using your platform. He booked an hotel before Covid19… https://t.co/26LtuSlEWy,3,17131,2,"global,warming,deal,coal"
407,"@piersmorgan Again, I'm going to do a little work for you regarding the huge HUGE number covid-19 cases in the UK..… https://t.co/1n86OOSqDU",1,14,0,"global,warming,deal,coal"
408,@BeardlessKing Global things...✊🏼,2,111,0,global
409,"No matter how many times the menu switch,
my belly is still empty.
Food is so nasty.
No matter how many times I exe… https://t.co/Hii3pKP36I",1,235,1,"warming,environment,fossil"
410,Furore over global pension report https://t.co/o64j5htYUv,1,135,0,global
411,.@bariweiss (no relation) would do her fellow Weisses proud if she told the Times to get another pinata. She is not… https://t.co/eDeq1EnY7T,1,4358,2,fuel
412,Burning up fat conveniently will start via retrieving ones health condition utilizing the details released in the b… https://t.co/11efkTKhAK,2,47897,0,warming
413,If you require extended fat burning go to the foregoing video https://t.co/DxRQPcPNLU,1,29901,0,"warming,environment"
414,"i could not possibly be attracted to someone who has no moral values of public health, education, racism and oppres… https://t.co/zYn9SLTff1",1,187,2,"warming,environment,fossil"
415,@mccabetiger @JTSpeigel @WSPA7 Ok but you’re expecting them to put themselves in a hostile environment for your ent… https://t.co/QxdNtnqoqD,1,959,2,"warming,global,deal,coal,environment"
416,Weight reduction must be stress-free immediately after you make use of our the foregoing high quality hidden knowle… https://t.co/5TNhBgixWf,2,42166,0,"job,green,fuel"
417,Why would Putin wish to highlight an incident in #Kosovo that quickly resulted in Russian troops being surrounded a… https://t.co/9BAf8vsZ5K,1,9002,21,warming
418,@stillnottrenton Listen man I don’t know how you felt when you were heading to Missouri back when we first went to… https://t.co/cR1OQ0QE8v,2,848,0,"warming,environment,fossil"
419,@canadiana02 @Catefortier It must be nice to be able to hop on a plane &amp; visit a friend for less than 24 hours...oh… https://t.co/RksyiC9q7S,3,343,1,"environment,global,warming,deal,coal"
420,UVLE IS NOW MY FAV ONLINE CLASS ENVIRONMENT !!!! https://t.co/IPB8bGsEVj,2,884,2,environment
421,"University Students 30 Day Mental Health and Well-being Challenge starts today Monday 15th June,
In partnership wit… https://t.co/MkSpZn1Byp",3,1795,2,warming
422,"@Tashino1 Thanks for entering Grand Summoners #yuyuhakusho #instantwin #sweepstakes 🎉

Watch the video to see if yo… https://t.co/G43Y3Nev6V",3,36061,0,"fossil,environment,green"
423,"Let me just make one proclamation:

A global pandemic that requires weeks/months of quarantine?

Fucking utopia for… https://t.co/mEgXDqMiP0",2,252,0,"environment,global,warming,deal,coal"
424,@JTS_Global @DavidGettman3 @akbcrypto2 @Alexover13 @Bruski4six4 @sweetcha69 @nelo_simon @BorisKnez90 @anawaJTS_… https://t.co/1nhFfZCxeV,2,2922,6,global
425,Thanks Carona virus. One is ill but can't go hospital. This athithi just won't leave and has become a global damadh,3,37,3,"global,warming,deal,coal"
426,@infamousfug it dont work like thaT😭😭😭normally its a very stressful environment + you're underpaid for the amount o… https://t.co/4OtHY0xmd8,1,561,0,"global,warming,deal,coal,environment"
427,@MichaeDemitre Trump the Destoyer. This is insanity. By the time November gets here democracy and the environment w… https://t.co/vm3o8ZPyu6,2,7288,3,environment
428,"Late Night Environment Modelling! 

https://t.co/Wpf8KXhK65",2,34,1,environment
429,Global press urges President Trump to curb police violence against journalists covering US protests - members of th… https://t.co/7KsMbKP1fC,1,4,0,global
430,@UMfanSATX @GoatMamba01 @WhatIf_IAm @ABC Don’t watch- enlist to be an officer and you take all the crap. It’s easy… https://t.co/rKwjRanlbb,1,625,2,"global,deal,coal"
431,"@TFRM Night shifts, apart fae the general unnaturalness of working through the night, are superb

No as many staff… https://t.co/Y7RZiPj9JP",3,3622,2,deal
432,"""The past three months have been a global experiment...

The results are now in. Lockdowns are toxic..."" for the fr… https://t.co/3cLXV4ENfk",2,23389,205,"global,warming,deal,coal"
433,#Golang  #Automated | Containerize Your Go Developer Environment: Part 1 https://t.co/e4FFq7iCCg,2,3629,1,environment
434,@aIexmoffat it’s so unfair that you had to experience this. i’m sorry that you weren’t given a safe environment to… https://t.co/FDkFBOXj9s,2,747,0,"global,warming,deal,coal,environment"
435,"@Thien2000 Thanks for entering Grand Summoners #yuyuhakusho #instantwin #sweepstakes 🎉

Watch the video to see if y… https://t.co/dXVrW6iJKO",3,36061,0,"fossil,environment,green,job"
436,@CT_Bergstrom You probably need global testing twice - re-entry and then 10-12 days later. This should catch some p… https://t.co/r9dtqR8d9V,1,457,10,global
437,"@BlueSideKoya752 @BTS_twt I read in an article its global. But first korea/Asia then US and then ""the rest"". So I w… https://t.co/kVRwfDlxVj",2,4850,1,"warming,environment,fossil,global"
438,"@DemiseNZ Yah currently a global issue, seems to be affecting everyone.",2,21,0,"global,warming,deal,coal"
439,Upcoming #GalaxyS20FanEdition is in development •Sources that a new #GalaxyS20  variant is under development with t… https://t.co/W6OWhPI8JG,2,57,0,"warming,global,deal,coal"
440,"@nixw20 The constitution, the deficit &amp; the environment.",1,33,0,environment
441,#Yemen is experiencing the worst humanitarian crisis in the world right now. It’s time to stop the flow of weapons… https://t.co/ac4Pi6jYb6,3,333,2,warming
442,@carolinasassie I have to remember this every day before work. It's aweful how narcissistic the environment is there. Sad,2,909,1,"warming,environment,fossil"
443,"Lots of beautiful minds are lost because they don’t have self confidence, a very global problem unfortunately!",3,128,0,"global,warming,deal,coal"
444,"Here's what I wrote about it at the time for my pals at @TheTyee. 
https://t.co/FraabLDtUH",2,1460,8,"warming,environment,fossil"
445,"Don’t let the environment around you, ruin you",2,975,12,environment
446,@madeintyo https://t.co/jlSDAjf4d2 NEW HEAT OUT RN 🔥🔥🔥,2,1038,0,environment
447,@antidem4usa @daveawayfromhom @toby_dorena @girlyratfish @JuliusGoat @jdawgholland @BuzzPatterson @MayorJenny Back… https://t.co/C6SeVfUsWT,2,647,0,job
448,#teashares are ready for a great weekend of sharing practice! Come join the Inquiry Global Tea Party 6/20 &amp; 6/21.… https://t.co/DNbF5cyNpq,3,3442,38,"global,warming,deal,coal"
449,Permit me to take you to solutions to actually reduce weight effectively https://t.co/A9pWIFypb1,3,59573,0,environment
450,"Climate worst-case scenarios may not go far enough, cloud data shows #sustainablesystems #climatechange… https://t.co/bWuRFPh319",1,256,2,"environment,warming,job"
451,"@majorcandidate That is so heartbreaking.. corrupt politicians, corrupt global elitist are ruining the world ..  ❤️",1,3622,0,global
452,"IRVINE, CA -- The University of California, Irvine School of Law (UCI Law) along with the UCI Initiative to End Fam… https://t.co/4cIapp47ny",2,10012,0,green
453,Fascinating but scary documentary on @BBCTwo with  @DavidOlusoga opening secret #British #government files to show… https://t.co/CWomwyWtuS,3,678,0,environment
454,@MysticRyan I'm warming to it. I can't help but feel Sony designed something a little unorthodox to get the people… https://t.co/UdbZAGJffk,2,418,0,"warming,environment,fossil,global,deal,coal"
455,@IngersolRobert @fcmfcs2019 @JoeTheAtheist @DawnTJ90 @ClimatePatriot @corchem @Tokyo_Tom @Fauntleroy1934… https://t.co/9RkWI1VhId,2,218,1,job
456,@GottTechCoach @SaraHolm15 That's just pure heart-warming! Thanks for sharing #BookCampPD,3,16141,1,warming
457,"@Fattyshoto Thanks for entering Grand Summoners #yuyuhakusho #instantwin #sweepstakes 🎉

Watch the video to see if… https://t.co/XDpYBXLzLF",3,36061,0,"fossil,environment,green"
458,@NotoriousRED @Kailua_gal @sadboylasagna @rfaison33 @Edward_Carney @MyInfo26676503 @afortini lmao... How does that… https://t.co/KcFvTzVA7I,2,373,3,global
459,@UMUnderdog https://t.co/jlSDAjf4d2 NEW HEAT 🔥🔥🔥🔥,2,1038,0,"deal,coal,green,environment"
460,@ZBettess @MonicaMartens I have noticed that it is getting easier to find books by BIPOC authors. I appreciate the… https://t.co/D6QRp4x3e3,2,426,0,"warming,environment,fossil"
461,"@flo_duhhh @SimonWeth @Mark3vius The only correct answer for Science is literally green (plants, environment).",2,416,1,"green,environment"
462,"@guardiannews No one is getting on or off the island, no matter whether you're an NHS worker or not. Why can't peop… https://t.co/7d7WEsiZWF",1,332,1,environment
463,"TWICE Special Edition: Gift Event! 

The event will be taking place in Korea, we apologize to our global ONCE but w… https://t.co/I1ANFwm6NA",4,1524,0,"warming,global"
464,"Tools:

1. https://t.co/AfczMTOib2
2. Pre market trading. U.S. Stock Futures. https://t.co/zZPyUSEtxg
3. https://t.co/Olt2IX0WPw",2,2095,5,coal
465,"@globalnews Hey Global, do you have another news?",2,29,0,global
466,@nelo_simon @JTS_Global @akbcrypto2 @Alexover13 @Bruski4six4 @sweetcha69 @BorisKnez90 @anawaJTS_ @crypto242424… https://t.co/9wrALWMeX7,2,1444,9,global
467,@LarvaeSay @sean_joshua_ @Mrsrobi70428384 @EJWardNews https://t.co/jMZINPtsId is a good summation of what is observ… https://t.co/q0RXOp6KVh,3,15,0,"global,warming,deal,coal"
468,Resisting white supremacy and anti-Blackness is a global issue https://t.co/An9E6ZHYMl,3,111,0,"global,warming,deal,coal"
469,"While every job environment is different, there are some hacks to adapting and fitting in from the start. https://t.co/bE8V5ISXgL",3,5,0,"job,environment,warming"
470,@sourjayne @ClimateBen I would say all of the above is literally *nothing* compared to global warming. Humanity can… https://t.co/rCdLptmGjl,2,880,0,"warming,environment,fossil,global"
471,#Yemen is experiencing the worst humanitarian crisis in the world right now. It’s time to stop the flow of weapons… https://t.co/o331I3hwQd,3,355,0,warming
472,#Yemen is experiencing the worst humanitarian crisis in the world right now. It’s time to stop the flow of weapons… https://t.co/QYRpFgijU8,3,1631,4,warming
473,@elonmusk @FutureJurvetson @SpaceXStarlink @SpaceX Will there be a marine version for boats and yachts? I assume th… https://t.co/UtNCCapOKs,2,32,1,"global,warming,deal,coal,environment,fossil"
474,Hey @ONgov you know what is a good retention strategy for tired nurses during a global pandemic? A less than 1% pay… https://t.co/ysDXz2ewa3,2,87,5,"global,warming,deal,coal"
475,"For people struggling with the idea that the culture of police is the rotten root and not “lack of training,” just… https://t.co/WYgTgqgLt5",1,107,2,deal
476,In his 3rd year of doing AIM GLOBAL business here he comes celebrating his 3rd Car personally purchased by him just… https://t.co/xqV5CHEunt,2,287,1,"warming,global"
477,"Remember when @realDonaldTrump did not protect the United States from a global pandemic?

Where is he now?

🤔… https://t.co/S7lDoH3us6",2,1818,1,"global,warming,deal,coal"
478,We're all gonna die by global warming in 50 years anyway. What's the point?,1,112,0,"global,warming"
479,"the ability to be young is to dare to generate new life ideas both in your present and your future, bearing in mind… https://t.co/gOKpYrwQwM",2,10,1,warming
480,hopefully...lets see... great global dump is coming... for BITSTAMP:ETHUSD by perejrpg $BTC https://t.co/9aN55u81Ht https://t.co/ZoI9fPdHAa,3,53034,1,global
481,I remember the day he became president. Such a respectful leader he led us damn well did a lot for a lot of groups… https://t.co/1lXzSMjQ0o,2,155,0,"warming,environment,fossil,global,deal,coal"
482,@2Dwade global warming and racism 🗣,1,569,0,"global,warming"
483,"Your students are not blank slates, and it is not YOUR actions alone that define their level of trust in you. So th… https://t.co/jDUiBJLGny",1,191,0,warming
484,@FenCoul There is nothing to gain in *caving into* Brexity demands &amp; everything to lose (single market exclusivity)… https://t.co/Y562Y0i9yp,1,1341,3,warming
485,@Herbianaa I did this with my college graduation invites. It's such a great idea and better for the environment! Pl… https://t.co/EYajF62JL9,2,76,0,"warming,environment,fossil,global,deal,coal"
486,hopefully...let's see... great global dump is coming... https://t.co/KItapKdGsq 🙋 Bet with $BTC via  ⟶… https://t.co/9iW2txXQxN,3,18095,0,global
487,@bennyjohnson They’re already warming up for it.,1,41,2,warming
488,@JoJomills13 Exactly. Look how they've played up this piece about the Victorian minister. How come Stuart Robert is… https://t.co/3dUjtjjP8Y,2,10438,4,environment
489,Environment Canada: Severe thunderstorm warning in effect for Saskatchewan / Environnement Canada: Alerte d'orages… https://t.co/uMzbDyL2wk,2,860,0,"environment,warming"
490,"@realDonaldTrump GET LOUD ‼RESPOND ‼
PANDEMIC 
UNEMPLOYMENT 
Police BRUTALITY 
Families who cannot make household s… https://t.co/ILyPsPveqG",1,0,0,deal
491,"Sometimes when I'm feeling particularly petty, I consider setting up a bot that responds to every John Coupar tweet… https://t.co/xcMff9qpVR",1,1460,35,"warming,environment,fossil,global,deal,coal"
492,"How pathetic is a man who spends his birthday spewing division, hate, conspiracy &amp; purposeful damage to the country… https://t.co/217R01E0Ib",0,780,0,"global,warming,deal,coal"
493,"inherently wrong with me, that i can do better if I learn to manage this additional burden.

I also wish people jus… https://t.co/XouOlfvNQE",1,7,0,"warming,environment,fossil"
494,@kelle088 @ndrewkellyborel @JackPosobiec Boomers messed up a lot of things. Drugs. Aids. Greed. Environment. Me generation selfishness.,2,43,0,"global,warming,deal,coal,environment"
495,@RexChapman And if the police didn’t question someone who is open carrying and he shot someone they would be dereli… https://t.co/nnz3qutaB1,2,189,0,warming
496,@NoonaArmy9 @BTS_twt My question is if this is a global thing or just for SK? Not that I could buy it cuz I can’t 😭,2,678,1,"global,warming,deal,coal,environment,fossil"
497,"in the middle of a global pandemic and all thats going on in the world, car enthusiasts have still not forgotten to hate the mach-e mustang",2,3068,6,"warming,global,deal,coal,environment"
498,"Eurail has added 2 new countries to its rail pass. 
https://t.co/BpaqwoNbDf #eurail #latvia #estonia https://t.co/TicZP2436x",1,127,0,"environment,job"
499,"Reminder: COVID-19 hasn't gone away, and it's still especially deadly for Indigenous communities around the world.… https://t.co/bIU1Q41RL1",1,39175,202,"environment,coal,deal"
